ESTADO,UNIVERSIDAD,CAMPUS,Matricula_Total
MICHOACÁN,CENTRO DE ESTUDIOS UNIVERSITARIOS UNIVER,CENTRO DE ESTUDIOS UNIVERSITARIOS UNIVER - SAHUAYO,157
MICHOACÁN,CENTRO DE LENGUAS EXTRANJERAS,CENTRO DE LENGUAS EXTRANJERAS,28
MICHOACÁN,CENTRO DE POSGRADOS EN ESTOMATOLOGÍA,CENTRO DE POSGRADOS EN ESTOMATOLOGÍA,43
MICHOACÁN,CENTRO EDUCATIVO MULTIDISCIPLINARIO EN REHABILITACIÓN ORAL,CENTRO EDUCATIVO MULTIDISCIPLINARIO EN REHABILITACIÓN ORAL,70
MICHOACÁN,CENTRO EDUCATIVO UNIPEM,CENTRO EDUCATIVO UNIPEM,910
MICHOACÁN,CENTRO INTERDISCIPLINARIOS DE INVESTIGACION PARA EL DESARROLLO INTEGRAL REGIONAL,CENTRO INTERDISCIPLINARIOS DE INVESTIGACION PARA EL DESARROLLO INTEGRAL REGIONAL,52
MICHOACÁN,CENTRO PANAMERICANO DE ESTUDIOS SUPERIORES,CENTRO PANAMERICANO DE ESTUDIOS SUPERIORES,477
MICHOACÁN,CENTRO REGIONAL DE EDUCACIÓN NORMAL DE MICHOACÁN,CENTRO REGIONAL DE EDUCACIÓN NORMAL DE MICHOACÁN,491
MICHOACÁN,CENTRO UNIVERSITARIO DEL VALLE DE ZACAPU,CENTRO UNIVERSITARIO DEL VALLE DE ZACAPU,207
MICHOACÁN,COLEGIO CULINARIO DE MORELIA,COLEGIO CULINARIO DE MORELIA,88
MICHOACÁN,COLEGIO DE EDUCACIÓN INTEGRAL Y PROFESIONAL,COLEGIO DE EDUCACIÓN INTEGRAL Y PROFESIONAL,41
MICHOACÁN,COLEGIO DE ESTUDIOS SUPERIORES DE LOS REYES,COLEGIO DE ESTUDIOS SUPERIORES DE LOS REYES,4
MICHOACÁN,COLEGIO GASTRONÓMICO DE MORELIA,CIKEGUI GASTRONÓMICO DE MORELIA,20
MICHOACÁN,COLEGIO INTERNACIONAL DE GASTRONOMIA,COLEGIO INTERNACIONAL DE GASTRONOMIA,33
MICHOACÁN,COLEGIO SUPERIOR DE GASTRONOMÍA,COLEGIO SUPERIOR DE GASTRONOMÍA LEONARDO DA VINCI,38
MICHOACÁN,"CONSERVATORIO DE LAS ROSAS, A.C.","CONSERVATORIO DE LAS ROSAS, A.C.",77
MICHOACÁN,CREN LICENCIATURA PREESCOLAR,CREN LICENCIATURA PREESCOLAR,444
MICHOACÁN,"EL COLEGIO DE MICHOACÁN, A.C.",CENTRO DE ESTUDIOS ANTROPOLÓGICOS,19
MICHOACÁN,"EL COLEGIO DE MICHOACÁN, A.C.",CENTRO DE ESTUDIOS ARQUEOLÓGICOS,12
MICHOACÁN,"EL COLEGIO DE MICHOACÁN, A.C.",CENTRO DE ESTUDIOS DE LAS TRADICIONES,19
MICHOACÁN,"EL COLEGIO DE MICHOACÁN, A.C.",CENTRO DE ESTUDIOS EN CIENCIAS SOCIALES,28
MICHOACÁN,"EL COLEGIO DE MICHOACÁN, A.C.",CENTRO DE ESTUDIOS EN GEOGRAFÍA HUMANA,10
MICHOACÁN,"EL COLEGIO DE MICHOACÁN, A.C.",CENTRO DE ESTUDIOS HISTÓRICOS,36
MICHOACÁN,"EL COLEGIO DE MICHOACÁN, A.C.",CENTRO DE ESTUDIOS RURALES,16
MICHOACÁN,ESCUELA DE ENFERMERÍA DE ZAMORA A.C.,ESCUELA DE ENFERMERÍA DE ZAMORA A.C.,212
MICHOACÁN,ESCUELA DE ENFERMERÍA DEL HOSPITAL DE NUESTRA SEÑORA DE LA SALUD,ESCUELA DE ENFERMERÍA DEL HOSPITAL DE NUESTRA SEÑORA DE LA SALUD,267
MICHOACÁN,ESCUELA DE POSGRADOS Y CAPACITACIÓN EN ODONTOLOGÍA,ESCUELA DE POSGRADOS Y CAPACITACIÓN EN ODONTOLOGÍA,81
MICHOACÁN,ESCUELA NORMAL DE EDUCACIÓN FÍSICA DE MICHOACÁN,ESCUELA NORMAL DE EDUCACIÓN FÍSICA,440
MICHOACÁN,ESCUELA NORMAL INDÍGENA DE MICHOACÁN,ESCUELA NORMAL INDÍGENA DE MICHOACÁN,102
MICHOACÁN,ESCUELA NORMAL JUANA DE ASBAJE,CENTRO UNIVERSITARIO JUANA DE ASBAJE,43
MICHOACÁN,ESCUELA NORMAL JUANA DE ASBAJE,ESCUELA NORMAL JUANA DE ASBAJE,230
MICHOACÁN,ESCUELA NORMAL MOTOLINIA,ESCUELA NORMAL MOTOLINIA,89
MICHOACÁN,ESCUELA NORMAL RURAL VASCO DE QUIROGA,ESCUELA NORMAL RURAL VASCO DE QUIROGA,520
MICHOACÁN,ESCUELA NORMAL SUPERIOR DE MICHOACÁN,ESCUELA NORMAL SUPERIOR DE MICHOACÁN,642
MICHOACÁN,ESCUELA NORMAL URBANA FEDERAL PROF. J. JESÚS ROMERO FLORES,ESCUELA NORMAL URBANA FEDERAL PROF. J. JESÚS ROMERO FLORES,556
MICHOACÁN,ESCUELA SUPERIOR DE CIRUGÍA DENTAL DE MORELIA,ESCUELA SUPERIOR DE CIRUGÍA DENTAL DE MORELIA,111
MICHOACÁN,ESCUELA SUPERIOR DE GASTRONOMÍA DE MORELIA,ESCUELA SUPERIOR DE GASTRONOMÍA DE MORELIA,100
MICHOACÁN,ESCUELA SUPERIOR DE GASTRONOMÍA DE URUAPAN,ESCUELA SUPERIOR DE GASTRONOMÍA DE URUAPAN,39
MICHOACÁN,ESCUELA SUPERIOR DE INGENIERÍA AUTOMOTRIZ,ESCUELA SUPERIOR DE INGENIERÍA AUTOMOTRIZ - PLANTEL MORELIA,272
MICHOACÁN,ESCUELA SUPERIOR DE INGENIERÍA AUTOMOTRIZ DE URUAPAN,ESCUELA SUPERIOR DE INGENIERÍA AUTOMOTRIZ DE URUAPAN,116
MICHOACÁN,ESCUELA TÉCNICA DE PARTERÍA PROFESIONAL DE MUJERES ALIADAS,ESCUELA TÉCNICA DE PARTERÍA PROFESIONAL DE MUJERES ALIADAS,32
MICHOACÁN,GNATHOS CENTRO DE ESTUDIOS ODONTOLÓGICOS,GNATHOS CENTRO DE ESTUDIOS ODONTOLÓGICOS,68
MICHOACÁN,IMPULSO FORMATIVO,IMPULSO FORMATIVO,25
MICHOACÁN,INSTITUTO ANGLOAMERICANO DE MORELIA,INSTITUTO ANGLO AMERICANO DE MORELIA,22
MICHOACÁN,INSTITUTO ANGLOAMERICANO DE MORELIA,INSTITUTO ANGLOAMERICANO DE MORELIA,69
MICHOACÁN,INSTITUTO CULTURAL MEXICANO NORTEAMERICANO DE MICHOACÁN,INSTITUTO CULTURAL MEXICANO NORTEAMERICANO DE MICHOACÁN,40
MICHOACÁN,INSTITUTO DE CIENCIAS TEOLÓGICAS Y FILOSÓFICAS GABRIEL MÉNDEZ PLANCARTE,INSTITUTO DE CIENCIAS TEOLÓGICAS Y FILOSÓFICAS GABRIEL MÉNDEZ PLANCARTE,76
MICHOACÁN,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE MICHOACÁN,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE MICHOACÁN,181
MICHOACÁN,INSTITUTO DE DESARROLLO HUMANO Y PLANEACIÓN ESTRATÉGICA,INSTITUTO DE DESARROLLO HUMANO Y PLANEACIÓN ESTRATÉGICA,27
MICHOACÁN,INSTITUTO DE ESTUDIOS SUPERIORES AMERICANO DE COMERCIO E INFORMÁTICA,INSTITUTO DE ESTUDIOS SUPERIORES AMERICANO DE COMERCIO E INFORMÁTICA,481
MICHOACÁN,INSTITUTO DE ESTUDIOS SUPERIORES DE MÉXICO,INSTITUTO DE ESTUDIOS SUPERIORES DE MÉXICO,402
MICHOACÁN,"INSTITUTO DE ESTUDIOS SUPERIORES EN DEPORTE, TECNOLOGÍA Y NEGOCIOS UESFIT","INSTITUTO DE ESTUDIOS SUPERIORES EN DEPORTE, TECNOLOGÍA Y NEGOCIOS UESFIT",6
MICHOACÁN,INSTITUTO DE ESTUDIOS SUPERIORES EN FINANZAS,INSTITUTO DE ESTUDIOS SUPERIORES EN FINANZAS,30
MICHOACÁN,INSTITUTO DE ESTUDIOS SUPERIORES INNARDI,INSTITUTO DE ESTUDIOS SUPERIORES INNARDI,33
MICHOACÁN,INSTITUTO DE ESTUDIOS UNIVERSITARIOS DEL VALLE DE ZAMORA,INST DE EST UNIVERSITARIOS DEL VALLE DE ZAMORA,286
MICHOACÁN,INSTITUTO DE FORMACIÓN E INVESTIGACIONES JURÍDICAS DE MICHOACÁN,INSTITUTO DE FORMACIÓN E INVESTIGACIONES JURÍDICAS DE MICHOACÁN,152
MICHOACÁN,INSTITUTO DE MODA Y ARTE CONTEMPORÁNEO,INSTITUTO DE MODA Y ARTE CONTEMPORÁNEO,19
MICHOACÁN,INSTITUTO DE PSICOTERAPIAS ESPECIALIZADAS,INSTITUTO DE PSICOTERAPIAS ESPECIALIZADAS,19
MICHOACÁN,INSTITUTO DEL VALLE DE APATZINGÁN,INSTITUTO DEL VALLE DE APATZINGÁN,512
MICHOACÁN,INSTITUTO DICORMO,INSTITUTO DICORMO LICENCIATURA EN DISEÑO DE MODAS Y MERCADOTECNIA PUBLICITARIA,112
MICHOACÁN,INSTITUTO DR. CARLOS COQUI,INSTITUTO DR. CARLOS COQUI - CAMPUS ZAMORA,48
MICHOACÁN,INSTITUTO FRAY ANTONIO DE LISBOA,INSTITUTO FRAY ANTONIO DE LISBOA,110
MICHOACÁN,INSTITUTO FREIRE,INSTITUTO FREIRE,64
MICHOACÁN,INSTITUTO IBEROAMERICANO DE DESARROLLO EMPRESARIAL,INSTITUTO IBEROAMERICANO DE DESARROLLO EMPRESARIAL,74
MICHOACÁN,INSTITUTO INESCI,INSTITUTO INESCI,59
MICHOACÁN,INSTITUTO MEXICANO DE INVESTIGACIONES CINEMATOGRÁFICAS Y HUMANÍSTICAS,INSTITUTO MEXICANO DE INVESTIGACIONES CINEMATOGRÁFICAS Y HUMANÍSTICAS,36
MICHOACÁN,INSTITUTO MICHOACANO DE CIENCIAS DE LA EDUCACIÓN,INSTITUTO MICHOACANO DE CIENCIAS DE LA EDUCACIÓN JOSE MA. MORELOS SEDE PACIFICO GUACAMAYAS,512
MICHOACÁN,INSTITUTO MICHOACANO DE CIENCIAS DE LA EDUCACIÓN,INSTITUTO MICHOACANO DE CIENCIAS DE LA EDUCACIÓN JOSE MARÍA MORELOS SEDE MORELIA,"3,172"
MICHOACÁN,INSTITUTO MICHOACANO DE CIENCIAS DE LA EDUCACIÓN,INSTITUTO MICHOACANO DE CIENCIAS DE LA EDUCACIÓN JOSE MARÍA MORELOS SEDE ZITÁCUARO,"1,038"
MICHOACÁN,"INSTITUTO MICHOACANO DE CIENCIAS DE LA SALUD, A.C.",INSTITUTO MICHOACANO DE HOMEOPATÍA,9
MICHOACÁN,INSTITUTO MILENIUM,INSTITUTO MILENIUM,69
MICHOACÁN,INSTITUTO MODSTIL,INSTITUTO MODSTIL,41
MICHOACÁN,INSTITUTO OCTAVIO PAZ,INSTITUTO OCTAVIO PAZ,22
MICHOACÁN,INSTITUTO PEDAGÓGICO JUAN AMOS COMENIO,INSTITUTO PEDAGÓGICO JUAN AMOS COMENIO,50
MICHOACÁN,INSTITUTO SOR JUANA INÉS DE LA CRUZ DE MORELIA,INSTITUTO SOR JUANA INÉS DE LA CRUZ DE MORELIA,24
MICHOACÁN,INSTITUTO SUPERIOR DE MÚSICA SANTA CECILIA,INSTITUTO SUPERIOR DE MÚSICA SANTA CECILIA,5
MICHOACÁN,INSTITUTO SUPERIOR DEL CENTRO,INSTITUTO SUPERIOR DEL CENTRO,26
MICHOACÁN,INSTITUTO TECNOLÓGICO DE ESTUDIOS SUPERIORES DE HUETAMO,INSTITUTO TECNOLÓGICO SUPERIOR DE HUETAMO,584
MICHOACÁN,INSTITUTO TECNOLÓGICO DE ESTUDIOS SUPERIORES DE ZAMORA,INSTITUTO TECNOLÓGICO DE ESTUDIOS SUPERIORES DE ZAMORA,"3,074"
MICHOACÁN,INSTITUTO TECNOLÓGICO DE JIQUILPAN,INSTITUTO TECNOLÓGICO DE JIQUILPAN,"2,208"
MICHOACÁN,INSTITUTO TECNOLÓGICO DE LA PIEDAD,INSTITUTO TECNOLÓGICO DE LA PIEDAD,"1,403"
MICHOACÁN,INSTITUTO TECNOLÓGICO DE MORELIA,INSTITUTO TECNOLÓGICO DE MORELIA,"6,263"
MICHOACÁN,INSTITUTO TECNOLÓGICO DEL VALLE DE MORELIA,INSTITUTO TECNOLÓGICO DEL VALLE DE MORELIA,"1,392"
MICHOACÁN,INSTITUTO TECNOLÓGICO LÁZARO CÁRDENAS,INSTITUTO TECNOLÓGICO DE LÁZARO CÁRDENAS,"2,249"
MICHOACÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE APATZINGÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE APATZINGÁN,"1,934"
MICHOACÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE CIUDAD HIDALGO,INSTITUTO TECNOLÓGICO SUPERIOR DE CIUDAD HIDALGO,"2,117"
MICHOACÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE COALCOMÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE COALCOMÁN,289
MICHOACÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE LOS REYES,INSTITUTO TECNOLÓGICO SUPERIOR DE LOS REYES,"1,508"
MICHOACÁN,"INSTITUTO TECNOLÓGICO SUPERIOR DE PÁTZCUARO, MICHOACÁN","INSTITUTO TECNOLÓGICO SUPERIOR DE PÁTZCUARO, MICHOACÁN",815
MICHOACÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE PURUANDIRO,INSTITUTO TECNOLÓGICO SUPERIOR DE PURUANDIRO,671
MICHOACÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE TACÁMBARO,INSTITUTO TECNOLÓGICO SUPERIOR DE TACÁMBARO,672
MICHOACÁN,INSTITUTO TECNOLÓGICO SUPERIOR DE URUAPAN,INSTITUTO TECNOLÓGICO SUPERIOR DE URUAPAN,"2,815"
MICHOACÁN,INSTITUTO TECNOLÓGICO SUPERIOR PURÉPECHA,INSTITUTO TECNOLÓGICO SUPERIOR PURÉPECHA,"2,234"
MICHOACÁN,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS MORELIA,174
MICHOACÁN,INSTITUTO TECNOLÓGICO ZITÁCUARO,INSTITUTO TECNOLÓGICO DE ZITÁCUARO,"2,134"
MICHOACÁN,INSTITUTO UNIVERSITARIO DEL CENTRO DE MÉXICO,INSTITUTO UNIVERSITARIO DEL CENTRO DE MÉXICO - CAMPUS LA PIEDAD,489
MICHOACÁN,INSTITUTO UNIVERSITARIO MORELIA,INSTITUTO UNIVERSITARIO MORELIA,82
MICHOACÁN,"INSTITUTO UNIVERSITARIO PUEBLA, S.C",INSTITUTO UNIVERSITARIO PUEBLA EXTENSIÓN MORELIA,432
MICHOACÁN,NORMAL DE LA UNIVERSIDAD ANÁHUAC,NORMAL DE LA UNIVERSIDAD ANÁHUAC,164
MICHOACÁN,NORMAL PARTICULAR ANÁHUAC,NORMAL PARTICULAR ANÁHUAC,294
MICHOACÁN,PROF. SERAFÍN CONTRERAS MANZO,PROF. SERAFÍN CONTRERAS MANZO,115
MICHOACÁN,UNIVERSIDAD ÁVILA DE MÉXICO,UNIVERSIDAD ÁVILA DE MÉXICO,22
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,79
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL APATZINGÁN,376
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL HUETAMO,51
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL LÁZARO CÁRDENAS,216
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL MARAVATÍO,436
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL MOERLIA TRES PUENTES,0
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL MORELIA,"2,607"
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL SAHUAYO,118
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL URUAPAN,471
MICHOACÁN,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS,UNIVERSIDAD CONTEMPORÁNEA DE LAS AMÉRICAS - PLANTEL ZITÁCUARO,618
MICHOACÁN,UNIVERSIDAD DE DURANGO,UNIVERSIDAD DE DURANGO - CAMPUS MORELIA,921
MICHOACÁN,UNIVERSIDAD DE LA CIÉNEGA DEL ESTADO DE MICHOACÁN DE OCAMPO,UNIVERSIDAD DE LA CIÉNEGA DEL ESTADO DE MICHOACÁN DE OCAMPO,907
MICHOACÁN,UNIVERSIDAD DE MORELIA,UNIVERSIDAD DE MORELIA,535
MICHOACÁN,UNIVERSIDAD DE MORELIA,UNIVERSIDAD DE MORELIA - EOA,10
MICHOACÁN,UNIVERSIDAD DE MORELIA,UNIVERSIDAD DE MORELIA - LCNU + MAD,231
MICHOACÁN,UNIVERSIDAD DE MORELIA,UNIVERSIDAD DE MORELIA ESPECIALIDAD EN GESTIÓN EMPRESARIAL,14
MICHOACÁN,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - SEDE LÁZARO CÁRDENAS,417
MICHOACÁN,UNIVERSIDAD DEL VALLE DE ATEMAJAC,UNIVERSIDAD DEL VALLE DE ATEMAJAC - CAMPUS LA PIEDAD,"1,216"
MICHOACÁN,UNIVERSIDAD DEL VALLE DE ATEMAJAC,UNIVERSIDAD DEL VALLE DE ATEMAJAC - CAMPUS URUAPAN,243
MICHOACÁN,UNIVERSIDAD DEL VALLE DE ATEMAJAC,UNIVERSIDAD DEL VALLE DE ATEMAJAC - CAMPUS ZAMORA,"1,145"
MICHOACÁN,UNIVERSIDAD DEL VALLE DE ZAMORA,UNIVERSIDAD DEL VALLE DE ZAMORA,249
MICHOACÁN,"UNIVERSIDAD DON VASCO, A.C.","UNIVERSIDAD DON VASCO, A.C.","1,045"
MICHOACÁN,UNIVERSIDAD HUMASLOW,UNIVERSIDAD HUMASLOW,156
MICHOACÁN,UNIVERSIDAD INTERAMERICANA COLEGIO UNIVERSITARIO,UNIVERSIDAD INTERAMERICANA COLEGIO UNIVERSITARIO,54
MICHOACÁN,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS COTIJA,302
MICHOACÁN,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS MORELIA,"1,026"
MICHOACÁN,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS OCULUSEN,706
MICHOACÁN,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS SAHUAYO,352
MICHOACÁN,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS URUAPAN,685
MICHOACÁN,UNIVERSIDAD INTERCULTURAL INDÍGENA DE MICHOACÁN,UNIVERSIDAD INTERCULTURAL INDÍGENA DE MICHOACÁN,"1,493"
MICHOACÁN,UNIVERSIDAD INTERNACIONAL JEFFERSON,UNIVERSIDAD INTERNACIONAL JEFFERSON,108
MICHOACÁN,UNIVERSIDAD INTERNACIONAL JEFFERSON,UNIVERSIDAD INTERNACIONAL JEFFERSON LICENCIATURA EN ABOGACÍA INTERNACIONAL,41
MICHOACÁN,UNIVERSIDAD INTERNACIONAL JEFFERSON,UNIVERSIDAD INTERNACIONAL JEFFERSON LICENCIATURA EN ADMINISTRACIÓN DEL COMERCIO INTERNACIONAL,60
MICHOACÁN,UNIVERSIDAD INTERNACIONAL JEFFERSON,UNIVERSIDAD INTERNACIONAL JEFFESON,27
MICHOACÁN,"UNIVERSIDAD LA SALLE, A.C. - MORELIA","UNIVERSIDAD LA SALLE, A.C. - MORELIA","1,041"
MICHOACÁN,UNIVERSIDAD LATINA DE AMÉRICA,UNIVERSIDAD LATINA DE AMÉRICA,"1,282"
MICHOACÁN,UNIVERSIDAD MAGNO AMERICANA,UNIVERSIDAD MAGNO AMERICANA,53
MICHOACÁN,UNIVERSIDAD MARISTA VALLADOLID,UNIVERSIDAD MARISTA VALLADOLID,530
MICHOACÁN,UNIVERSIDAD MEXICANA DE INNOVACIÓN EN NEGOCIOS,UNIVERSIDAD MEXICANA DE INNOVACIÓN EN NEGOCIOS - CAMPUS MORELIA,19
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,ESCUELA DE BELLAS ARTES,630
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,ESCUELA DE CIENCIAS AGROPECUARIAS,188
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,ESCUELA DE ENFERMERÍA,"2,056"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,ESCUELA DE ENFERMERÍA Y SALUD PÚBLICA,543
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,ESCUELA DE LENGUA Y LITERATURAS HISPÁNICAS,456
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,ESCUELA DE PSICOLOGÍA,"1,904"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,ESCUELA DE QUÍMICO FARMACOBIOLOGÍA,"2,263"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE AGROBIOLOGÍA,"2,113"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE ARQUITECTURA,"2,106"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE BIOLOGÍA,"1,202"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE CIENCIAS FÍSICO-MATEMÁTICAS,420
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE CIENCIAS MEDICAS,"3,090"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE CONTADURÍA Y CIENCIAS ADMINISTRATIVAS,"5,186"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE DERECHO Y CIENCIAS SOCIALES,"6,504"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE ECONOMÍA,885
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE FILOSOFÍA,127
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE HISTORIA,308
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE INGENIERÍA CIVIL,"1,809"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE INGENIERÍA ELÉCTRICA,858
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE INGENIERÍA EN TECNOLOGÍA DE LA MADERA,202
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE INGENIERÍA MECÁNICA,"1,220"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,"1,394"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE ODONTOLOGÍA,"2,973"
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,FACULTAD DE QUÍMICA,930
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,INSTITUTO DE FÍSICA Y MATEMÁTICAS,60
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS Y FORESTALES,26
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,INSTITUTO DE INVESTIGACIONES ECONÓMICAS Y EMPRESARIALES,165
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,INSTITUTO DE INVESTIGACIONES FILOSÓFICAS,28
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,INSTITUTO DE INVESTIGACIONES HISTÓRICAS,81
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,INSTITUTO DE INVESTIGACIONES METALÚRGICAS,97
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,INSTITUTO DE INVESTIGACIONES QUÍMICO BIOLÓGICAS,669
MICHOACÁN,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,INSTITUTO DE INVESTIGACIONES SOBRE LOS RECURSOS NATURALES,15
MICHOACÁN,UNIVERSIDAD MONTRER,UNIVERSIDAD MONTRER - CAMPUS LOS REYES,94
MICHOACÁN,UNIVERSIDAD MONTRER,UNIVERSIDAD MONTRER - CAMPUS MORELIA,"3,217"
MICHOACÁN,UNIVERSIDAD MONTRER,UNIVERSIDAD MONTRER - CAMPUS URUAPAN,126
MICHOACÁN,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,CENTRO DE CIENCIAS MATEMÁTICAS,43
MICHOACÁN,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,CENTRO DE INVESTIGACIONES EN GEOGRAFÍA AMBIENTAL,25
MICHOACÁN,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,ESCUELA NACIONAL DE ESTUDIOS SUPERIORES UNIDAD MORELIA,"1,709"
